customer_id,manufacturer_id,society_id,city_id,route_id,store_id,order_id,order_date,category_id,subcategory_id,product_id,product_quantity,selling_price_per_unit,total_cost,subscription,product_addedtobasket_on
2862272,1150128,1135904,1120112,1123024,1120112,337899072,2018-05-01,1123472,1130640,1685040,1,12.0,12.0,0,2018-04-30 21:02:26
4469696,1150128,1126048,1120112,1123472,1120112,337946560,2018-05-01,1123472,1130640,2118816,1,16.0,16.0,0,2018-04-30 16:54:25
4349408,1134336,1125264,1120112,1121232,1120112,338129008,2018-05-01,1122576,1125040,1379840,1,53.09,53.09,0,2018-04-30 20:12:23
3565408,1122016,1121232,1120112,1122688,1120112,338201136,2018-05-01,1122576,1124928,1124256,1,40.66,40.66,0,2018-04-30 21:51:58
3565408,1122016,1121232,1120112,1122688,1120112,338201136,2018-05-01,1122576,1125264,1120224,3,20.38,61.14,0,2018-04-30 21:40:39
1504720,1150128,1121680,1120112,1121120,1120112,338020928,2018-05-01,1123472,1131312,1647632,1,70.0,70.0,0,2018-04-30 17:26:45
2792048,1150128,1126384,1120112,1121568,1120112,337719088,2018-05-01,1123472,1130640,2219952,1,18.0,18.0,0,2018-04-30 19:56:18
2850960,1150128,1122912,1120112,1121680,1120112,338180304,2018-05-01,1123472,1130640,1684256,1,4.0,4.0,0,2018-04-30 21:16:16
4273584,1150128,1127728,1120112,1122688,1120112,338116912,2018-05-01,1123472,1130640,1681904,1,5.0,5.0,0,2018-04-30 19:57:54
2000656,1122016,1122912,1120112,1121680,1120112,337954624,2018-05-01,1122576,1125264,1120112,2,25.38,50.76,1,2018-04-25 01:30:03
2259040,1122016,1122464,1120112,1120896,1120112,337575952,2018-05-01,1122576,1125264,1120224,10,20.38,203.8,1,2018-04-20 01:30:03
1819328,1134336,1124368,1120112,1124256,1120112,338154656,2018-05-01,1122576,1125152,1939280,2,8.79,17.58,0,2018-04-30 20:48:13
4845232,1150128,1139824,1120112,1123248,1120112,338185568,2018-05-01,1123472,1130640,2207184,1,15.0,15.0,0,2018-04-30 21:23:35
1712816,1134336,1123136,1120112,1124144,1120112,337731856,2018-05-01,1122576,1125264,1120560,4,20.01,80.04,1,2018-04-22 01:30:02
3750656,1122016,1120112,1120112,1120224,1120112,337595888,2018-05-01,1122576,1125264,1120224,1,20.38,20.38,1,2018-04-20 01:30:03
2208528,1122016,1155728,1120112,1124032,1120112,337833216,2018-05-01,1122576,1125264,1120112,2,25.38,50.76,1,2018-04-29 21:22:52
4642064,1122016,1139936,1120112,1123248,1120112,338215248,2018-05-01,1122576,1125376,2165968,2,21.9,43.8,0,2018-04-30 21:59:49
4757536,1134336,1121232,1120112,1122688,1120112,338279088,2018-05-01,1122576,1125376,1933568,1,35.2,35.2,0,2018-04-30 23:58:02
4012736,1136352,1156736,1120112,1123920,1120112,338243808,2018-05-01,1123024,1128064,1845648,1,147.32,147.32,0,2018-04-30 22:37:12
1712816,1150128,1123136,1120112,1124144,1120112,337731856,2018-05-01,1123472,1130640,1688064,1,11.0,11.0,0,2018-04-30 20:46:57
1712816,1150128,1123136,1120112,1124144,1120112,337731856,2018-05-01,1123472,1130640,1685040,1,12.0,12.0,0,2018-04-30 20:47:15
3309376,1150128,1122016,1120112,1120784,1120112,337754256,2018-05-01,1123472,1137808,2333744,1,50.0,50.0,0,2018-04-30 21:14:23
1322384,1122016,1120112,1120112,1120224,1120112,337806784,2018-05-01,1122576,1125264,1120224,4,20.38,81.52,1,2018-04-23 01:30:03
1692992,1134896,1126160,1120112,1123472,1120112,337993488,2018-05-01,1122464,1124816,2081408,1,45.87,45.87,0,2018-04-30 08:45:27
2548000,1122016,1130864,1120112,1122128,1120112,338040752,2018-05-01,1122576,1125376,2165968,2,21.9,43.8,0,2018-04-30 22:05:53
3938256,1122016,1121792,1120112,1120336,1120112,337538768,2018-05-01,1122576,1125264,1120224,3,20.38,61.14,1,2018-04-19 01:30:02
2792048,1134336,1126384,1120112,1121568,1120112,337719088,2018-05-01,1122576,1125264,1707888,4,20.01,80.04,1,2018-04-22 01:30:02
3450944,1122016,1128736,1120112,1122352,1120112,337984304,2018-05-01,1122576,1125264,1120224,4,20.38,81.52,0,2018-04-30 21:07:53
3875984,1134336,1133216,1120112,1122016,1120112,337949248,2018-05-01,1122576,1125264,1120672,1,17.01,17.01,1,2018-04-25 01:30:03
2698080,1150128,1127168,1120112,1121456,1120112,338048928,2018-05-01,1123472,1130640,1681904,1,5.0,5.0,0,2018-04-30 16:27:25
1756608,1122016,1122464,1120112,1120896,1120112,338186016,2018-05-01,1122576,1125264,1120224,3,20.38,61.14,0,2018-04-30 21:22:24
4100880,1122016,1141056,1120112,1121904,1120112,338160032,2018-05-01,1122576,1125264,1120224,5,20.38,101.9,0,2018-04-30 20:53:48
2933392,1122016,1127504,1120112,1121792,1120112,338071440,2018-05-01,1122576,1125264,1120224,2,20.38,40.76,0,2018-04-30 18:09:13
4082176,1150128,1141056,1120112,1121904,1120112,337508304,2018-05-01,1123472,1131312,1694560,1,140.0,140.0,0,2018-04-30 20:14:46
4255104,1152592,1141056,1120112,1121904,1120112,338091152,2018-05-01,1122464,1124144,2255568,2,110.5,221.0,0,2018-04-30 19:07:47
1712816,1150128,1123136,1120112,1124144,1120112,337731856,2018-05-01,1123472,1131312,1690080,1,50.0,50.0,0,2018-04-30 20:48:29
3039904,1122016,1120784,1120112,1122576,1120112,337736336,2018-05-01,1122576,1125264,1120112,3,25.38,76.14,1,2018-04-30 19:10:37
4915232,1122016,1134000,1120112,1123248,1120112,337966272,2018-05-01,1122576,1125264,2026640,1,20.35,20.35,1,2018-04-29 11:12:32
3727808,1122016,1133216,1120112,1122016,1120112,337810032,2018-05-01,1122576,1125264,1120224,2,20.38,40.76,1,2018-04-25 01:30:03
2499952,1150128,1124144,1120112,1120560,1120112,338263856,2018-05-01,1123472,1131312,2186016,1,110.0,110.0,0,2018-04-30 23:21:37
2043888,1150128,1122912,1120112,1121680,1120112,337573040,2018-05-01,1122464,1124480,1722448,1,38.4,38.4,0,2018-04-30 18:05:06
1354080,1150128,1122016,1120112,1120784,1120112,337480304,2018-05-01,1123472,1137808,1685824,1,30.0,30.0,0,2018-04-30 21:05:46
4792032,1145424,1136464,1120112,1121120,1120112,337895936,2018-05-01,1122576,1125264,1966160,1,72.0,72.0,0,2018-04-30 21:05:28
2459856,1122016,1136464,1120112,1121120,1120112,337948352,2018-05-01,1122576,1125264,1120112,4,25.38,101.52,1,2018-04-25 01:30:03
4569040,1186528,1135568,1120112,1120560,1120112,337990912,2018-05-01,1122464,1124704,1612016,1,246.75,246.75,0,2018-04-30 21:16:27
4273584,1150128,1127728,1120112,1122688,1120112,338116912,2018-05-01,1123472,1131312,2186016,1,110.0,110.0,0,2018-04-30 19:56:07
4738272,1150128,1155616,1120112,1124032,1120112,338075808,2018-05-01,1123472,1131312,1693776,1,55.0,55.0,0,2018-04-30 18:21:58
1220912,1122016,1120336,1120112,1120112,1120112,337692656,2018-05-01,1122576,1125264,1120112,8,25.38,203.04,1,2018-04-29 19:21:12
2839088,1146992,1132320,1120112,1122128,1120112,338245376,2018-05-01,1122576,1125264,2049488,1,25.5,25.5,0,2018-04-30 22:41:14
4469696,1150128,1126048,1120112,1123472,1120112,337946560,2018-05-01,1123472,1130640,1683696,1,5.0,5.0,0,2018-04-30 16:53:40
4915568,1122016,1122240,1120112,1121008,1120112,338177280,2018-05-01,1122576,1125264,1120224,2,20.38,40.76,0,2018-04-30 21:13:14
2548000,1138144,1130864,1120112,1122128,1120112,338040752,2018-05-01,1122464,1124704,1371328,1,16.38,16.38,0,2018-04-30 15:20:17
2403520,1150128,1122912,1120112,1121680,1120112,338187696,2018-05-01,1123472,1131312,1695568,1,155.0,155.0,0,2018-04-30 21:25:00
4747456,1136352,1140384,1120112,1123360,1120112,338106384,2018-05-01,1124480,1126272,1626912,1,85.73,85.73,0,2018-04-30 19:34:38
1597232,1150128,1123248,1120112,1120672,1120112,338230256,2018-05-01,1123472,1137808,1686720,1,50.0,50.0,0,2018-04-30 22:18:59
1121904,1129072,1120112,1120112,1120224,1120112,337545040,2018-05-01,1122688,1125488,1120896,1,26.75,26.75,0,2018-04-30 23:14:31
2191392,1122016,1122464,1120112,1120896,1120112,338111648,2018-05-01,1122576,1125264,2026640,3,20.35,61.05,0,2018-04-30 19:43:39
1801968,1122016,1120112,1120112,1120224,1120112,337474368,2018-05-01,1122576,1125264,1120336,3,16.01,48.03,1,2018-04-19 01:30:02
3199952,1134336,1122240,1120112,1121008,1120112,337604176,2018-05-01,1122576,1125264,1120560,1,20.01,20.01,1,2018-04-23 21:30:25
1370880,1135904,1122800,1120112,1121456,1120112,338009952,2018-05-01,1122912,1127280,2096416,1,4.75,4.75,0,2018-04-30 10:49:03
3987648,1134336,1122016,1120112,1120784,1120112,337681008,2018-05-01,1122576,1125264,1120448,4,25.01,100.04,1,2018-04-21 01:30:02
1354752,1122016,1121792,1120112,1120336,1120112,337684928,2018-05-01,1122576,1125152,2166080,1,8.1,8.1,1,2018-04-26 22:05:35
4247040,1134336,1139488,1120112,1123248,1120112,337684368,2018-05-01,1122576,1125264,1707888,4,20.01,80.04,1,2018-04-21 01:30:02
3889200,1122016,1137696,1120112,1123136,1120112,337982848,2018-05-01,1122576,1125264,1120224,1,20.38,20.38,0,2018-04-30 00:18:15
3988208,1122016,1122016,1120112,1120784,1120112,337931664,2018-05-01,1122576,1125264,1120224,2,20.38,40.76,1,2018-04-25 01:30:03
3181696,1123248,1127840,1120112,1121680,1120112,337974784,2018-05-01,1122912,1127280,1418032,2,24.63,49.26,0,2018-04-30 08:59:29
4939536,1122016,1142624,1120112,1123584,1120112,338096192,2018-05-01,1122576,1125152,2166080,1,8.1,8.1,0,2018-04-30 19:18:20
2850960,1150128,1122912,1120112,1121680,1120112,338180304,2018-05-01,1123472,1130640,1687392,1,5.0,5.0,0,2018-04-30 21:16:18
3686704,1150128,1126160,1120112,1123472,1120112,338235520,2018-05-01,1123472,1130640,1666448,1,15.0,15.0,0,2018-04-30 22:24:57
4510240,1134336,1125712,1120112,1123136,1120112,338022272,2018-05-01,1122576,1125376,1668240,1,22.0,22.0,0,2018-04-30 23:52:25
2971920,1150128,1120336,1120112,1120112,1120112,338035376,2018-05-01,1123472,1130640,1693888,1,30.0,30.0,0,2018-04-30 14:45:38
3450944,1140496,1128736,1120112,1122352,1120112,337984304,2018-05-01,1124480,1126272,2160144,1,14.8,14.8,0,2018-04-30 22:27:05
3899616,1138144,1127728,1120112,1122688,1120112,337614480,2018-05-01,1122464,1124704,1371216,1,27.1,27.1,0,2018-04-30 23:52:24
1891008,1150128,1127728,1120112,1122688,1120112,338055088,2018-05-01,1123472,1130640,1681904,1,5.0,5.0,0,2018-04-30 17:02:55
1944208,1150128,1123920,1120112,1122464,1120112,337886864,2018-05-01,1123472,1131312,1902656,1,19.0,19.0,0,2018-04-30 21:05:11
2803360,1134336,1122464,1120112,1120896,1120112,337917888,2018-05-01,1122576,1125264,1120560,2,20.01,40.02,1,2018-04-25 01:30:03
3572464,1122016,1130864,1120112,1122128,1120112,337921248,2018-05-01,1122576,1125264,1120224,6,20.38,122.28,1,2018-04-25 01:30:03
1184176,1150128,1120112,1120112,1120224,1120112,338133824,2018-05-01,1123472,1131312,1670032,1,38.0,38.0,0,2018-04-30 20:21:23
2310560,1129072,1125936,1120112,1121344,1120112,337463616,2018-05-01,1122688,1125488,1121120,1,16.8,16.8,0,2018-04-30 20:20:30
1577968,1156064,1123360,1120112,1121456,1120112,338238432,2018-05-01,1122576,1125264,2356816,7,27.9,195.3,0,2018-04-30 22:29:05
4201792,1150128,1123248,1120112,1120672,1120112,338050720,2018-05-01,1123472,1130640,1683808,1,5.0,5.0,0,2018-04-30 16:38:37
4615296,1150128,1156624,1120112,1123920,1120112,338026864,2018-05-01,1123472,1130640,1688064,1,11.0,11.0,0,2018-04-30 13:26:56
1712816,1150128,1123136,1120112,1124144,1120112,337731856,2018-05-01,1123472,1130640,1687504,1,25.0,25.0,0,2018-04-30 20:47:25
1174880,1122016,1120336,1120112,1120112,1120112,337728160,2018-05-01,1122576,1125264,1120112,5,25.38,126.9,1,2018-04-22 01:30:02
1133888,1122016,1120224,1120112,1120336,1120112,337791776,2018-05-01,1122576,1125264,1120112,5,25.38,126.9,1,2018-04-23 01:30:03
2850960,1150128,1122912,1120112,1121680,1120112,338180304,2018-05-01,1123472,1130640,2207184,1,15.0,15.0,0,2018-04-30 21:34:26
3754688,1122016,1124704,1120112,1121232,1120112,337810816,2018-05-01,1122576,1125264,1120224,5,20.38,101.9,1,2018-04-23 01:30:03
4693472,1122016,1122464,1120112,1120896,1120112,337983968,2018-05-01,1122576,1125264,1120112,2,25.38,50.76,0,2018-04-30 22:21:08
4764928,1122016,1142624,1120112,1123584,1120112,337837248,2018-05-01,1122576,1125264,1120112,4,25.38,101.52,1,2018-04-23 01:30:03
4201792,1150128,1123248,1120112,1120672,1120112,338050720,2018-05-01,1123472,1130640,2119264,1,5.0,5.0,0,2018-04-30 16:37:21
4273584,1150128,1127728,1120112,1122688,1120112,338116912,2018-05-01,1123472,1130640,1686160,1,8.0,8.0,0,2018-04-30 19:58:41
3425632,1150128,1122464,1120112,1120896,1120112,338054640,2018-05-01,1123472,1130640,1687504,1,25.0,25.0,0,2018-04-30 20:11:14
4255104,1150128,1141056,1120112,1121904,1120112,338091152,2018-05-01,1123472,1131312,1672608,1,30.0,30.0,0,2018-04-30 19:06:13
4469696,1129072,1126048,1120112,1123472,1120112,337946560,2018-05-01,1122688,1125488,1122464,1,42.0,42.0,0,2018-04-30 16:51:35
1768144,1122016,1122464,1120112,1120896,1120112,338106160,2018-05-01,1122576,1125264,1120224,3,20.38,61.14,0,2018-04-30 19:34:34
1994608,1122016,1121792,1120112,1120336,1120112,338097312,2018-05-01,1122576,1125264,1120336,3,16.01,48.03,0,2018-04-30 19:20:10
3464944,1122016,1123920,1120112,1122464,1120112,337647744,2018-05-01,1122576,1125264,1120336,2,16.01,32.02,1,2018-04-21 01:30:02
3590944,1134896,1127504,1120112,1121792,1120112,338190944,2018-05-01,1122576,1125376,1666224,2,27.27,54.54,0,2018-04-30 21:28:39
2040528,1129072,1120336,1120112,1120112,1120112,337548960,2018-05-01,1122688,1125488,1120784,1,23.4,23.4,0,2018-04-30 21:28:58
3172624,1123248,1127840,1120112,1121680,1120112,338201920,2018-05-01,1122912,1127280,1132320,1,35.71,35.71,0,2018-04-30 21:42:58
4845232,1150128,1139824,1120112,1123248,1120112,338185568,2018-05-01,1123472,1130640,1688064,1,11.0,11.0,0,2018-04-30 21:23:32
3460688,1122016,1127840,1120112,1121680,1120112,337646960,2018-05-01,1122576,1125264,1120112,2,25.38,50.76,1,2018-04-22 01:30:02
3300304,1148224,1120336,1120112,1120112,1120112,338128336,2018-05-01,1122464,1124816,2109744,1,24.75,24.75,0,2018-04-30 20:13:33
1354752,1150128,1121792,1120112,1120336,1120112,337684928,2018-05-01,1123472,1130640,1688624,1,5.0,5.0,0,2018-04-30 23:06:26
3327520,1122016,1121232,1120112,1122688,1120112,337646624,2018-05-01,1122576,1125264,1120112,3,25.38,76.14,1,2018-04-21 01:30:02
3607632,1150128,1127840,1120112,1121680,1120112,338274048,2018-05-01,1123472,1130640,1682688,1,75.0,75.0,0,2018-04-30 23:36:55
3875984,1134336,1133216,1120112,1122016,1120112,337949248,2018-05-01,1122576,1125264,1120448,1,25.01,25.01,1,2018-04-25 01:30:03
3181696,1135120,1127840,1120112,1121680,1120112,337974784,2018-05-01,1123024,1127952,2072448,1,0.0,0.0,0,2018-04-29 21:36:04
1405936,1150128,1120896,1120112,1120448,1120112,337675520,2018-05-01,1123472,1130640,1681904,1,5.0,5.0,0,2018-04-30 19:11:28
2862272,1134336,1135904,1120112,1123024,1120112,337899072,2018-05-01,1122576,1125264,1120560,1,20.01,20.01,1,2018-04-24 15:24:39
4045328,1122016,1137360,1120112,1121456,1120112,337818768,2018-05-01,1122576,1125264,1120336,2,16.01,32.02,1,2018-04-23 01:30:03
4615296,1122016,1156624,1120112,1123920,1120112,338026864,2018-05-01,1122576,1125264,1120112,2,25.38,50.76,0,2018-04-30 13:28:31
4845232,1122016,1139824,1120112,1123248,1120112,338185568,2018-05-01,1122576,1125040,1872976,1,52.13,52.13,0,2018-04-30 21:21:33
2461312,1130528,1121232,1120112,1122688,1120112,338241456,2018-05-01,1122464,1124144,2361744,1,0.0,0.0,0,2018-04-30 22:34:33
1994608,1122016,1121792,1120112,1120336,1120112,338097312,2018-05-01,1122576,1125376,2165968,1,21.9,21.9,0,2018-04-30 19:20:33
3899392,1134336,1127392,1120112,1121792,1120112,338001104,2018-05-01,1122576,1125152,1939280,4,8.79,35.16,0,2018-04-30 22:22:20
1200528,1122016,1121008,1120112,1120448,1120112,337531712,2018-05-01,1122576,1125264,1120336,1,16.01,16.01,1,2018-04-19 01:30:02
4100880,1134336,1141056,1120112,1121904,1120112,338160032,2018-05-01,1122576,1125376,1668240,2,22.0,44.0,0,2018-04-30 20:54:02
4460064,1150128,1141056,1120112,1121904,1120112,337523536,2018-05-01,1123472,1130640,1688960,1,8.0,8.0,0,2018-04-30 21:36:25
1405936,1122016,1120896,1120112,1120448,1120112,337675520,2018-05-01,1122576,1125264,1120112,1,25.38,25.38,1,2018-04-21 01:30:02
4861248,1122016,1134672,1120112,1124144,1120112,337961680,2018-05-01,1122576,1125264,1120224,6,20.38,122.28,1,2018-04-28 16:19:30
4201792,1150128,1123248,1120112,1120672,1120112,338050720,2018-05-01,1123472,1130640,1681904,1,5.0,5.0,0,2018-04-30 16:36:31
4255104,1134336,1141056,1120112,1121904,1120112,338091152,2018-05-01,1122576,1125376,1668240,1,22.0,22.0,0,2018-04-30 19:06:57
3899392,1122688,1127392,1120112,1121792,1120112,338001104,2018-05-01,1122688,1125488,1673952,1,23.0,23.0,0,2018-04-30 22:22:34
3425632,1134336,1122464,1120112,1120896,1120112,338054640,2018-05-01,1122576,1125264,1707888,2,20.01,40.02,0,2018-04-30 20:37:00
1864912,1141952,1120112,1120112,1120224,1120112,337676864,2018-05-01,1123472,1132992,1915760,1,53.89,53.89,0,2018-04-30 19:59:50
4738272,1150128,1155616,1120112,1124032,1120112,338075808,2018-05-01,1123472,1130640,1684816,1,12.0,12.0,0,2018-04-30 18:26:11
2624160,1134336,1122240,1120112,1121008,1120112,337654576,2018-05-01,1122576,1125264,1707888,2,20.01,40.02,0,2018-04-30 21:17:00
3899616,1122016,1127728,1120112,1122688,1120112,337614480,2018-05-01,1122576,1125264,1120224,2,20.38,40.76,1,2018-04-20 01:30:03
2076144,1122016,1120112,1120112,1120224,1120112,337638224,2018-05-01,1122576,1125264,1120224,2,20.38,40.76,1,2018-04-21 01:30:02
1959328,1122016,1130080,1120112,1122128,1120112,338108736,2018-05-01,1122576,1125264,1120224,6,20.38,122.28,0,2018-04-30 19:38:19
3039904,1122016,1120784,1120112,1122576,1120112,337736336,2018-05-01,1122576,1124928,1931776,1,48.29,48.29,0,2018-04-30 19:10:56
3564848,1122016,1127840,1120112,1121680,1120112,337582112,2018-05-01,1122576,1125264,1120336,2,16.01,32.02,1,2018-04-21 01:30:02
1919568,1122016,1121904,1120112,1122464,1120112,337917328,2018-05-01,1122576,1125264,1120224,6,20.38,122.28,1,2018-04-25 01:30:03
2706928,1142512,1127504,1120112,1121792,1120112,337977808,2018-05-01,1122688,1125600,1926288,1,29.25,29.25,0,2018-04-30 20:40:02
3300304,1135904,1120336,1120112,1120112,1120112,338128336,2018-05-01,1122464,1124144,1745856,1,107.65,107.65,0,2018-04-30 20:16:36
1405936,1150128,1120896,1120112,1120448,1120112,337675520,2018-05-01,1123472,1130640,1683808,1,5.0,5.0,0,2018-04-30 19:11:14
1891008,1150128,1127728,1120112,1122688,1120112,338055088,2018-05-01,1123472,1131312,1902656,1,19.0,19.0,0,2018-04-30 18:23:34
4747456,1122688,1140384,1120112,1123360,1120112,338106384,2018-05-01,1122688,1125488,1673952,1,23.0,23.0,0,2018-04-30 19:35:07
3857840,1122016,1127840,1120112,1121680,1120112,337814400,2018-05-01,1122576,1125264,1120224,5,20.38,101.9,1,2018-04-23 01:30:03
1189216,1122016,1120336,1120112,1120112,1120112,338019024,2018-05-01,1122576,1125264,1120224,2,20.38,40.76,0,2018-04-30 12:11:46
2548000,1136464,1130864,1120112,1122128,1120112,338040752,2018-05-01,1122688,1138704,1366960,1,21.0,21.0,0,2018-04-30 15:24:44
2548000,1149344,1130864,1120112,1122128,1120112,338040752,2018-05-01,1124480,1126160,2332960,1,25.96,25.96,0,2018-04-30 15:29:28
3058944,1129072,1122128,1120112,1121120,1120112,338231712,2018-05-01,1122688,1125488,1667008,1,22.0,22.0,0,2018-04-30 22:20:31
3797360,1122016,1133440,1120112,1122016,1120112,338087568,2018-05-01,1122576,1125264,1120224,3,20.38,61.14,0,2018-04-30 18:54:00
2971920,1122016,1120336,1120112,1120112,1120112,338035376,2018-05-01,1122576,1125264,1120224,5,20.38,101.9,0,2018-04-30 14:44:41
1354752,1122016,1121792,1120112,1120336,1120112,337684928,2018-05-01,1122576,1125264,1120224,2,20.38,40.76,1,2018-04-26 22:07:59
1451968,1134336,1125264,1120112,1121232,1120112,337656928,2018-05-01,1122576,1125264,1120672,4,17.01,68.04,1,2018-04-21 01:30:02
2321312,1124368,1124256,1120112,1124256,1120112,337759856,2018-05-01,1123024,1128288,2028320,1,0.0,0.0,0,2018-04-30 09:04:32
4915232,1150128,1134000,1120112,1123248,1120112,337966272,2018-05-01,1123472,1130640,1687504,1,25.0,25.0,1,2018-04-29 11:46:05
2698080,1122688,1127168,1120112,1121456,1120112,338048928,2018-05-01,1122688,1125488,1676304,1,42.0,42.0,0,2018-04-30 16:24:06
1831536,1122016,1121680,1120112,1121120,1120112,337505504,2018-05-01,1122576,1125264,1120224,2,20.38,40.76,1,2018-04-19 01:30:02
3066000,1122016,1122240,1120112,1121008,1120112,337555792,2018-05-01,1122576,1125264,1120224,2,20.38,40.76,1,2018-04-20 01:30:03
3774848,1135232,1127840,1120112,1121680,1120112,337819776,2018-05-01,1123248,1126048,1917552,1,133.0,133.0,0,2018-04-29 23:21:08
